Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 2.9884, 'grad_norm': 2.0752217769622803, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 0.9123, 'grad_norm': 2.5667166709899902, 'learning_rate': 0.000576, 'epoch': 6.4}
{'loss': 0.9584, 'grad_norm': 2.259911060333252, 'learning_rate': 0.00056, 'epoch': 6.5}
{'loss': 1.0146, 'grad_norm': 2.0177552700042725, 'learning_rate': 0.0005440000000000001, 'epoch': 6.6}
{'loss': 0.9857, 'grad_norm': 2.239988088607788, 'learning_rate': 0.000528, 'epoch': 6.7}
{'loss': 1.216, 'grad_norm': 3.137866497039795, 'learning_rate': 0.0005120000000000001, 'epoch': 6.8}
{'loss': 0.9063, 'grad_norm': 2.2209768295288086, 'learning_rate': 0.000496, 'epoch': 6.9}
{'loss': 1.0415, 'grad_norm': 2.3568711280822754, 'learning_rate': 0.00048, 'epoch': 7.0}
{'eval_loss': 1.7034884691238403, 'eval_runtime': 3.5424, 'eval_samples_per_second': 37.263, 'eval_steps_per_second': 18.632, 'epoch': 7.0}
{'loss': 0.8076, 'grad_norm': 1.989680290222168, 'learning_rate': 0.000464, 'epoch': 7.1}
{'loss': 0.8375, 'grad_norm': 2.1043195724487305, 'learning_rate': 0.00044800000000000005, 'epoch': 7.2}
{'loss': 0.7778, 'grad_norm': 2.3842453956604004, 'learning_rate': 0.00043200000000000004, 'epoch': 7.3}
{'loss': 0.7751, 'grad_norm': 2.029939889907837, 'learning_rate': 0.00041600000000000003, 'epoch': 7.4}
{'loss': 0.9091, 'grad_norm': 2.409398078918457, 'learning_rate': 0.0004, 'epoch': 7.5}
{'loss': 0.955, 'grad_norm': 2.222414970397949, 'learning_rate': 0.000384, 'epoch': 7.6}
{'loss': 0.9969, 'grad_norm': 2.696634531021118, 'learning_rate': 0.00036800000000000005, 'epoch': 7.7}
{'loss': 0.8936, 'grad_norm': 2.5426652431488037, 'learning_rate': 0.00035200000000000005, 'epoch': 7.8}
{'loss': 0.9163, 'grad_norm': 2.536078453063965, 'learning_rate': 0.000336, 'epoch': 7.9}
{'loss': 0.9837, 'grad_norm': 2.8042657375335693, 'learning_rate': 0.00032, 'epoch': 8.0}
{'eval_loss': 1.7109858989715576, 'eval_runtime': 3.5324, 'eval_samples_per_second': 37.368, 'eval_steps_per_second': 18.684, 'epoch': 8.0}
{'loss': 0.7593, 'grad_norm': 1.894714593887329, 'learning_rate': 0.000304, 'epoch': 8.1}
{'loss': 0.8158, 'grad_norm': 2.1015803813934326, 'learning_rate': 0.000288, 'epoch': 8.2}
{'loss': 0.7813, 'grad_norm': 2.227133274078369, 'learning_rate': 0.00027200000000000005, 'epoch': 8.3}
{'loss': 0.7323, 'grad_norm': 2.416135311126709, 'learning_rate': 0.00025600000000000004, 'epoch': 8.4}
{'loss': 0.7439, 'grad_norm': 2.4864413738250732, 'learning_rate': 0.00024, 'epoch': 8.5}
{'loss': 0.7966, 'grad_norm': 2.6568877696990967, 'learning_rate': 0.00022400000000000002, 'epoch': 8.6}
{'loss': 0.803, 'grad_norm': 3.152679681777954, 'learning_rate': 0.00020800000000000001, 'epoch': 8.7}
{'loss': 0.8218, 'grad_norm': 1.9271599054336548, 'learning_rate': 0.000192, 'epoch': 8.8}
{'loss': 0.8122, 'grad_norm': 2.771606922149658, 'learning_rate': 0.00017600000000000002, 'epoch': 8.9}
{'loss': 0.7801, 'grad_norm': 2.3532679080963135, 'learning_rate': 0.00016, 'epoch': 9.0}
{'eval_loss': 1.7104443311691284, 'eval_runtime': 3.515, 'eval_samples_per_second': 37.553, 'eval_steps_per_second': 18.776, 'epoch': 9.0}
{'loss': 0.6963, 'grad_norm': 2.335700273513794, 'learning_rate': 0.000144, 'epoch': 9.1}
{'loss': 0.744, 'grad_norm': 1.8323931694030762, 'learning_rate': 0.00012800000000000002, 'epoch': 9.2}
{'loss': 0.6857, 'grad_norm': 2.491241455078125, 'learning_rate': 0.00011200000000000001, 'epoch': 9.3}
{'loss': 0.7031, 'grad_norm': 2.6073062419891357, 'learning_rate': 9.6e-05, 'epoch': 9.4}
{'loss': 0.6488, 'grad_norm': 1.7944972515106201, 'learning_rate': 8e-05, 'epoch': 9.5}
{'loss': 0.6794, 'grad_norm': 1.9968504905700684, 'learning_rate': 6.400000000000001e-05, 'epoch': 9.6}
{'loss': 0.7391, 'grad_norm': 1.7219367027282715, 'learning_rate': 4.8e-05, 'epoch': 9.7}
{'loss': 0.7912, 'grad_norm': 2.0934994220733643, 'learning_rate': 3.2000000000000005e-05, 'epoch': 9.8}
{'loss': 0.7183, 'grad_norm': 1.9913007020950317, 'learning_rate': 1.6000000000000003e-05, 'epoch': 9.9}
{'loss': 0.7163, 'grad_norm': 2.4003584384918213, 'learning_rate': 0.0, 'epoch': 10.0}
{'eval_loss': 1.7071160078048706, 'eval_runtime': 3.5279, 'eval_samples_per_second': 37.416, 'eval_steps_per_second': 18.708, 'epoch': 10.0}
{'train_runtime': 889.7103, 'train_samples_per_second': 11.689, 'train_steps_per_second': 1.461, 'train_loss': 1.138126989511343, 'epoch': 10.0}
