Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 2.9992, 'grad_norm': 2.1206750869750977, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 0.414, 'grad_norm': 1.6581637859344482, 'learning_rate': 0.000288, 'epoch': 8.2}
{'loss': 0.388, 'grad_norm': 1.5024449825286865, 'learning_rate': 0.00027200000000000005, 'epoch': 8.3}
{'loss': 0.3702, 'grad_norm': 1.4988847970962524, 'learning_rate': 0.00025600000000000004, 'epoch': 8.4}
{'loss': 0.3785, 'grad_norm': 1.874390721321106, 'learning_rate': 0.00024, 'epoch': 8.5}
{'loss': 0.3994, 'grad_norm': 1.6419556140899658, 'learning_rate': 0.00022400000000000002, 'epoch': 8.6}
{'loss': 0.4033, 'grad_norm': 1.394382357597351, 'learning_rate': 0.00020800000000000001, 'epoch': 8.7}
{'loss': 0.4118, 'grad_norm': 1.4728546142578125, 'learning_rate': 0.000192, 'epoch': 8.8}
{'loss': 0.4198, 'grad_norm': 1.690772294998169, 'learning_rate': 0.00017600000000000002, 'epoch': 8.9}
{'loss': 0.3959, 'grad_norm': 1.6343424320220947, 'learning_rate': 0.00016, 'epoch': 9.0}
{'eval_loss': 1.6110363006591797, 'eval_runtime': 3.5533, 'eval_samples_per_second': 37.148, 'eval_steps_per_second': 18.574, 'epoch': 9.0}
{'loss': 0.3292, 'grad_norm': 1.6341885328292847, 'learning_rate': 0.000144, 'epoch': 9.1}
{'loss': 0.3658, 'grad_norm': 1.419454574584961, 'learning_rate': 0.00012800000000000002, 'epoch': 9.2}
{'loss': 0.3327, 'grad_norm': 1.385061502456665, 'learning_rate': 0.00011200000000000001, 'epoch': 9.3}
{'loss': 0.3429, 'grad_norm': 1.713769555091858, 'learning_rate': 9.6e-05, 'epoch': 9.4}
{'loss': 0.3109, 'grad_norm': 1.1882940530776978, 'learning_rate': 8e-05, 'epoch': 9.5}
{'loss': 0.3321, 'grad_norm': 1.3554867506027222, 'learning_rate': 6.400000000000001e-05, 'epoch': 9.6}
{'loss': 0.369, 'grad_norm': 1.2973483800888062, 'learning_rate': 4.8e-05, 'epoch': 9.7}
{'loss': 0.382, 'grad_norm': 1.5704518556594849, 'learning_rate': 3.2000000000000005e-05, 'epoch': 9.8}
{'loss': 0.3423, 'grad_norm': 1.3522801399230957, 'learning_rate': 1.6000000000000003e-05, 'epoch': 9.9}
{'loss': 0.3457, 'grad_norm': 1.6657518148422241, 'learning_rate': 0.0, 'epoch': 10.0}
{'eval_loss': 1.6135585308074951, 'eval_runtime': 3.5739, 'eval_samples_per_second': 36.934, 'eval_steps_per_second': 18.467, 'epoch': 10.0}
{'train_runtime': 887.1682, 'train_samples_per_second': 11.723, 'train_steps_per_second': 1.465, 'train_loss': 0.7794570878835825, 'epoch': 10.0}
