Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 3.0022, 'grad_norm': 2.14152193069458, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'eval_loss': 1.4233287572860718, 'eval_runtime': 3.4156, 'eval_samples_per_second': 38.646, 'eval_steps_per_second': 19.323, 'epoch': 3.0}
{'loss': 0.5973, 'grad_norm': 1.7593971490859985, 'learning_rate': 0.001104, 'epoch': 3.1}
{'loss': 0.5869, 'grad_norm': 1.3769898414611816, 'learning_rate': 0.0010880000000000002, 'epoch': 3.2}
{'loss': 0.635, 'grad_norm': 1.749412178993225, 'learning_rate': 0.001072, 'epoch': 3.3}
{'loss': 0.7511, 'grad_norm': 1.933830976486206, 'learning_rate': 0.001056, 'epoch': 3.4}
{'loss': 0.6797, 'grad_norm': 1.755244255065918, 'learning_rate': 0.0010400000000000001, 'epoch': 3.5}
{'loss': 0.6261, 'grad_norm': 1.7543913125991821, 'learning_rate': 0.0010240000000000002, 'epoch': 3.6}
{'loss': 0.6919, 'grad_norm': 1.6156200170516968, 'learning_rate': 0.001008, 'epoch': 3.7}
{'loss': 0.664, 'grad_norm': 1.8032039403915405, 'learning_rate': 0.000992, 'epoch': 3.8}
{'loss': 0.6678, 'grad_norm': 1.620147705078125, 'learning_rate': 0.000976, 'epoch': 3.9}
{'loss': 0.7855, 'grad_norm': 1.494870901107788, 'learning_rate': 0.00096, 'epoch': 4.0}
{'eval_loss': 1.4707410335540771, 'eval_runtime': 3.5345, 'eval_samples_per_second': 37.346, 'eval_steps_per_second': 18.673, 'epoch': 4.0}
{'loss': 0.4663, 'grad_norm': 1.6581188440322876, 'learning_rate': 0.000944, 'epoch': 4.1}
{'loss': 0.5456, 'grad_norm': 1.5619336366653442, 'learning_rate': 0.000928, 'epoch': 4.2}
{'loss': 0.53, 'grad_norm': 1.7060476541519165, 'learning_rate': 0.0009119999999999999, 'epoch': 4.3}
{'loss': 0.5122, 'grad_norm': 1.52491295337677, 'learning_rate': 0.0008960000000000001, 'epoch': 4.4}
{'loss': 0.5703, 'grad_norm': 1.6476726531982422, 'learning_rate': 0.0008800000000000001, 'epoch': 4.5}
{'loss': 0.5492, 'grad_norm': 1.5779762268066406, 'learning_rate': 0.0008640000000000001, 'epoch': 4.6}
{'loss': 0.568, 'grad_norm': 1.352094292640686, 'learning_rate': 0.0008480000000000001, 'epoch': 4.7}
{'loss': 0.6166, 'grad_norm': 1.8956091403961182, 'learning_rate': 0.0008320000000000001, 'epoch': 4.8}
{'loss': 0.6615, 'grad_norm': 1.6767053604125977, 'learning_rate': 0.0008160000000000001, 'epoch': 4.9}
{'loss': 0.6334, 'grad_norm': 1.6428718566894531, 'learning_rate': 0.0008, 'epoch': 5.0}
{'eval_loss': 1.4895098209381104, 'eval_runtime': 3.5077, 'eval_samples_per_second': 37.632, 'eval_steps_per_second': 18.816, 'epoch': 5.0}
{'loss': 0.456, 'grad_norm': 1.8069827556610107, 'learning_rate': 0.000784, 'epoch': 5.1}
{'loss': 0.4311, 'grad_norm': 1.3491809368133545, 'learning_rate': 0.000768, 'epoch': 5.2}
{'loss': 0.4426, 'grad_norm': 2.2497682571411133, 'learning_rate': 0.000752, 'epoch': 5.3}
{'loss': 0.498, 'grad_norm': 1.3128809928894043, 'learning_rate': 0.0007360000000000001, 'epoch': 5.4}
{'loss': 0.4267, 'grad_norm': 1.6706318855285645, 'learning_rate': 0.00072, 'epoch': 5.5}
{'loss': 0.4701, 'grad_norm': 1.4595791101455688, 'learning_rate': 0.0007040000000000001, 'epoch': 5.6}
{'loss': 0.5024, 'grad_norm': 1.544137954711914, 'learning_rate': 0.000688, 'epoch': 5.7}
{'loss': 0.4867, 'grad_norm': 1.851897954940796, 'learning_rate': 0.000672, 'epoch': 5.8}
{'loss': 0.5189, 'grad_norm': 1.6850730180740356, 'learning_rate': 0.000656, 'epoch': 5.9}
{'loss': 0.5324, 'grad_norm': 1.2843364477157593, 'learning_rate': 0.00064, 'epoch': 6.0}
{'eval_loss': 1.4817471504211426, 'eval_runtime': 3.5124, 'eval_samples_per_second': 37.582, 'eval_steps_per_second': 18.791, 'epoch': 6.0}
{'loss': 0.3669, 'grad_norm': 1.3182235956192017, 'learning_rate': 0.0006240000000000001, 'epoch': 6.1}
{'loss': 0.4027, 'grad_norm': 1.3888094425201416, 'learning_rate': 0.000608, 'epoch': 6.2}
{'loss': 0.3495, 'grad_norm': 1.5350004434585571, 'learning_rate': 0.000592, 'epoch': 6.3}
{'loss': 0.3889, 'grad_norm': 1.673820972442627, 'learning_rate': 0.000576, 'epoch': 6.4}
{'loss': 0.3805, 'grad_norm': 1.474988579750061, 'learning_rate': 0.00056, 'epoch': 6.5}
{'loss': 0.4195, 'grad_norm': 1.1612521409988403, 'learning_rate': 0.0005440000000000001, 'epoch': 6.6}
{'loss': 0.3737, 'grad_norm': 1.3624694347381592, 'learning_rate': 0.000528, 'epoch': 6.7}
{'loss': 0.5005, 'grad_norm': 1.7490376234054565, 'learning_rate': 0.0005120000000000001, 'epoch': 6.8}
{'loss': 0.3536, 'grad_norm': 1.1848835945129395, 'learning_rate': 0.000496, 'epoch': 6.9}
{'loss': 0.417, 'grad_norm': 1.4949296712875366, 'learning_rate': 0.00048, 'epoch': 7.0}
{'eval_loss': 1.4949028491973877, 'eval_runtime': 3.5392, 'eval_samples_per_second': 37.297, 'eval_steps_per_second': 18.648, 'epoch': 7.0}
{'loss': 0.2942, 'grad_norm': 1.2491217851638794, 'learning_rate': 0.000464, 'epoch': 7.1}
{'loss': 0.3348, 'grad_norm': 1.3010321855545044, 'learning_rate': 0.00044800000000000005, 'epoch': 7.2}
{'loss': 0.3062, 'grad_norm': 1.546606183052063, 'learning_rate': 0.00043200000000000004, 'epoch': 7.3}
{'loss': 0.295, 'grad_norm': 1.3779277801513672, 'learning_rate': 0.00041600000000000003, 'epoch': 7.4}
{'loss': 0.3481, 'grad_norm': 1.2814571857452393, 'learning_rate': 0.0004, 'epoch': 7.5}
{'loss': 0.3733, 'grad_norm': 1.3763052225112915, 'learning_rate': 0.000384, 'epoch': 7.6}
{'loss': 0.3578, 'grad_norm': 1.4686496257781982, 'learning_rate': 0.00036800000000000005, 'epoch': 7.7}
{'loss': 0.3368, 'grad_norm': 1.3639434576034546, 'learning_rate': 0.00035200000000000005, 'epoch': 7.8}
{'loss': 0.3297, 'grad_norm': 1.1147267818450928, 'learning_rate': 0.000336, 'epoch': 7.9}
{'loss': 0.3395, 'grad_norm': 1.652897834777832, 'learning_rate': 0.00032, 'epoch': 8.0}
{'eval_loss': 1.520328402519226, 'eval_runtime': 3.547, 'eval_samples_per_second': 37.215, 'eval_steps_per_second': 18.607, 'epoch': 8.0}
{'loss': 0.2662, 'grad_norm': 0.9565026760101318, 'learning_rate': 0.000304, 'epoch': 8.1}
{'loss': 0.295, 'grad_norm': 1.3809990882873535, 'learning_rate': 0.000288, 'epoch': 8.2}
{'loss': 0.272, 'grad_norm': 1.2295275926589966, 'learning_rate': 0.00027200000000000005, 'epoch': 8.3}
{'loss': 0.2549, 'grad_norm': 1.08599054813385, 'learning_rate': 0.00025600000000000004, 'epoch': 8.4}
{'loss': 0.2543, 'grad_norm': 1.4610726833343506, 'learning_rate': 0.00024, 'epoch': 8.5}
{'loss': 0.2673, 'grad_norm': 1.0030593872070312, 'learning_rate': 0.00022400000000000002, 'epoch': 8.6}
{'loss': 0.2822, 'grad_norm': 1.1983342170715332, 'learning_rate': 0.00020800000000000001, 'epoch': 8.7}
{'loss': 0.2806, 'grad_norm': 1.1886355876922607, 'learning_rate': 0.000192, 'epoch': 8.8}
{'loss': 0.2827, 'grad_norm': 1.2580240964889526, 'learning_rate': 0.00017600000000000002, 'epoch': 8.9}
{'loss': 0.2734, 'grad_norm': 1.0448386669158936, 'learning_rate': 0.00016, 'epoch': 9.0}
{'eval_loss': 1.5135653018951416, 'eval_runtime': 3.5977, 'eval_samples_per_second': 36.69, 'eval_steps_per_second': 18.345, 'epoch': 9.0}
{'loss': 0.2266, 'grad_norm': 1.2553446292877197, 'learning_rate': 0.000144, 'epoch': 9.1}
{'loss': 0.2593, 'grad_norm': 0.8912832140922546, 'learning_rate': 0.00012800000000000002, 'epoch': 9.2}
{'loss': 0.2281, 'grad_norm': 1.1625077724456787, 'learning_rate': 0.00011200000000000001, 'epoch': 9.3}
{'loss': 0.2341, 'grad_norm': 1.3453634977340698, 'learning_rate': 9.6e-05, 'epoch': 9.4}
{'loss': 0.2106, 'grad_norm': 0.8772420287132263, 'learning_rate': 8e-05, 'epoch': 9.5}
{'loss': 0.2299, 'grad_norm': 1.2682448625564575, 'learning_rate': 6.400000000000001e-05, 'epoch': 9.6}
{'loss': 0.2441, 'grad_norm': 1.0047088861465454, 'learning_rate': 4.8e-05, 'epoch': 9.7}
{'loss': 0.2612, 'grad_norm': 1.0493154525756836, 'learning_rate': 3.2000000000000005e-05, 'epoch': 9.8}
{'loss': 0.2331, 'grad_norm': 0.9797097444534302, 'learning_rate': 1.6000000000000003e-05, 'epoch': 9.9}
{'loss': 0.2339, 'grad_norm': 1.2171218395233154, 'learning_rate': 0.0, 'epoch': 10.0}
{'eval_loss': 1.5195437669754028, 'eval_runtime': 3.5519, 'eval_samples_per_second': 37.164, 'eval_steps_per_second': 18.582, 'epoch': 10.0}
{'train_runtime': 871.9498, 'train_samples_per_second': 11.927, 'train_steps_per_second': 1.491, 'train_loss': 0.6700185445638803, 'epoch': 10.0}
