Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 3.061, 'grad_norm': 2.4128026962280273, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 0.3108, 'grad_norm': 1.1936243772506714, 'learning_rate': 0.00017600000000000002, 'epoch': 8.9}
{'loss': 0.2733, 'grad_norm': 1.0697431564331055, 'learning_rate': 0.00016, 'epoch': 9.0}
{'eval_loss': 1.634735345840454, 'eval_runtime': 3.5693, 'eval_samples_per_second': 36.982, 'eval_steps_per_second': 18.491, 'epoch': 9.0}
{'loss': 0.2451, 'grad_norm': 1.1045877933502197, 'learning_rate': 0.000144, 'epoch': 9.1}
{'loss': 0.2748, 'grad_norm': 1.018834114074707, 'learning_rate': 0.00012800000000000002, 'epoch': 9.2}
{'loss': 0.2486, 'grad_norm': 1.1888947486877441, 'learning_rate': 0.00011200000000000001, 'epoch': 9.3}
{'loss': 0.2422, 'grad_norm': 1.162588119506836, 'learning_rate': 9.6e-05, 'epoch': 9.4}
{'loss': 0.2167, 'grad_norm': 1.1072486639022827, 'learning_rate': 8e-05, 'epoch': 9.5}
{'loss': 0.2463, 'grad_norm': 1.1726030111312866, 'learning_rate': 6.400000000000001e-05, 'epoch': 9.6}
{'loss': 0.2482, 'grad_norm': 0.7576183676719666, 'learning_rate': 4.8e-05, 'epoch': 9.7}
{'loss': 0.2711, 'grad_norm': 0.9483107328414917, 'learning_rate': 3.2000000000000005e-05, 'epoch': 9.8}
{'loss': 0.2328, 'grad_norm': 1.173776626586914, 'learning_rate': 1.6000000000000003e-05, 'epoch': 9.9}
{'loss': 0.2389, 'grad_norm': 1.2579345703125, 'learning_rate': 0.0, 'epoch': 10.0}
{'eval_loss': 1.6726957559585571, 'eval_runtime': 3.5596, 'eval_samples_per_second': 37.083, 'eval_steps_per_second': 18.541, 'epoch': 10.0}
{'train_runtime': 891.4616, 'train_samples_per_second': 11.666, 'train_steps_per_second': 1.458, 'train_loss': 0.6643048493678754, 'epoch': 10.0}
